dept_names,dept_index
EVPMA NON PTO - OPERATING,1261
LS&A MANAGEMENT INFO SYSTEMS,1262
MAIS EAS-INT INTEGRAT & IMP,1263
UMH HEMATOLOGY PROF CANCER CTR,1264
MAGNETIC RESONANCE IMAGING FACIL,1265
UMH DIRECTOR NURSING ADMIN 177,1266
UMH MCIT CLIENT SERVER II,1267
UMH MCIT CORE IMAGE DEVELOPMENT,1268
UMH CARDIAC CATHETERIZATION LAB,1269
UMH TC KIDNEY PRE,1270
UMH RETRAINING,1271
UMH POD A CARDIOLOGY PROFESS,1272
UMH MCIT CLINICAL SUPPORT,1273
PLANT EXT-SPACE INFORMATION,1274
TAX RESOURCES & RPT,1275
UMH TURNER CORE PROFESSIONAL,1276
UMH BRIGHTON PEDIATRICS,1277
UMH ECHOCARDIO TECHNICAL,1278
PEDIATRICS-BIOCHEM GEN & MET DIS,1279
UMH UNRELATED BMT CANCER CTR,1280
UMH SURGERY ONCOLOGY GASTRO INDO,1281
MAIS TIO-SYSTEMS SUPPORT,1282
MAIS OFC ASSOCVP ADMN INFO SVC,1283
PEDIATRICS-INFECTIOUS DISEASES,1284
MAIS TIO-ADMINISTRATIVE,1285
UMH MCIT NETWORKING,1286
UMH TRAUMA BURN CENTER,1287
UMH ANES ACUTE PAIN NURSES,1288
UMH CANTON HEALTH CENTER,1289
UMH ANTI-COAGULATION,1290
"UMH MCIT PEDIATRICS, OBSTETRICS",1291
CLOSED UMH VENT INIT CLIN RESON,1292
UMH MEDICAL EQUIPMENT OPERATING,1293
UMH PSYCHOLOGY MOOD AND ANXIETY,1294
UMH CHELSEA INTERNAL MED SPECIAL,1295
UMHHC-AMBCARE WEST,1296
MAIS US LRNG & INFO DESIGN SRVC,1297
UMH EAST AAH CTR FAMILY MEDICINE,1298
MICHIGAN HEALTH CORPORATION,1299
UMH GERIATRIC LONG TERM,1300
UMH NURSING/SURG/REHAB,1301
DBN ENVIRON INTERPRET AREA,1302
CLOSED MAIS EAS-DEVELOP/ALUMNI,1303
UMH C.S. MOTT GIFT FUND,1304
UMH MCIT BUSINESS ADMINISTRATION,1305
UMH GEN MED TAUBMAN 3B PRO,1306
BIOINFOMATICS,1307
UMHHC-AMBCARE CENTRAL,1308
FLT COMMUNITY/BUSINESS PARTNERSH,1309
UMH GYNECOLOGY ONCOLOGY PROF,1310
PLANT EXT-INFORMATION TECHNOLOGY,1311
UMH BRIGHTON OBSTETRICS/GYNECOLO,1312
UMH GERIATRIC OUTREACH CLINIC,1313
UMH PATIENT FOOD SVCS-MCHC,1314
UMH PATIENT TRANSPORTATION,1315
UMH HOUSEKEEPING EVENING,1316
UMH RECORD MANAGEMENT UNIT,1317
UMH FOOD PROCUREMENT,1318
INTERNAL MEDICINE-CHOICES,1319
UMH GENERAL OPHTHALMOLOGY PROF,1320
UMH UHRAD NUCLEAR MEDICINE,1321
UMH NUCLEAR MEDICINE TECHNICAL,1322
UMH HOUSEKEEPING NIGHT,1323
UMH PED NEPHROLOGY,1324
UMH MED SPORT BRIGHTON TECH,1325
UMH OPHTHALMOLOGY BRIGHTON,1326
UMH OPHTHALMOLOGY ADAMS,1327
UMH DERMATOLOGY LASER UNIT FACIL,1328
UMH MEDSPORT DOMINOS TECH,1329
UMH MCIT BUSINESS ADMIN DESKTOP,1330
UMH CHILD PSYCHOLOGY TESTING,1331
UNIONS-SCHEDULING,1332
UMH LAUNDRY SERVICES DISTRIB,1333
UMH PATHOLOGY I/P PHLEBOTOMY,1334
UMH AMBULATORY CARE TRAINING,1335
UNIONS-ADMINISTRATION,1336
UMH MATERIAL SERVICES PATIENT EQ,1337
UMH PRE-OPERATIVE CLINIC,1338
UMH PATHOLOGY CENTRAL DISTRIB,1339
UMH OPERATING ROOM-MAIN-INST,1340
UMH NUTRITION SERVICES,1341
UMH OPERATING ROOM PHARMACIES,1342
UMH SPECIAL NUTRITION LABORATORY,1343
UMH MWORKS ANN ARBOR CLINIC,1344
UMH SLEEP LABORATORY,1345
UMH NEUROSURGERY PROFESSIONAL,1346
UNIONS-BUSINESS OFFICE,1347
UMH MEDSPORT ICE CUBE TECH,1348
UNIONS-FOOD SERVICE,1349
UMH PHYS MED/REHAB DT PROG,1350
UMH PSYCH RECORDS,1351
UMH OTOLARYNGOLOGY PROFESSIONAL,1352
UMH PEDIATRIC CARDIOLOGY TECH,1353
UMH COCHLEAR IMPLANT,1354
UNIONS-CUSTODIAL,1355
UMH MCIT CLINICAL SUPPORT BUS,1356
UMH OBSTETRICS/GYNECOLOGY O/P PR,1357
UMH PERFUSION SERVICES,1358
UMH PATHOLOGY O/P PHLEBOTOMY,1359
UMH MWORKS DISABILITY MANAGEMENT,1360
UMH LAUNDRY SVCS PROD/SOIL SORT,1361
UMH CENTRAL TRANSCRIPTION SVCS,1362
UMH 8A INFUSION,1363
UMH PHYSICAL MED/REHAB OCCUP THE,1364
UMH PSYCHOLOGY INTAKE/SCHEDULE,1365
UMH MCIT DATABASE MODELING,1366
UMH SURGICAL PATHOLOGY,1367
UMH REHABILITATION TECH SVCS,1368
UMH CLINICAL LABORATORY ADMIN,1369
UMH PSYCH CTR FOR DIAGNOSIS/REFE,1370
UMH PHYSICAL MEDICAL REHAB ADM,1371
UNIONS-GRAPHICS,1372
UMH PREVENTIVE CARDIOLOGY TECH,1373
UMH BW HLTH ASSOC PED SPEC PROF,1374
UMH ONCOLOGY 2 PROFESSIONAL,1375
UMH MCIT DISTRIBUTED SERVICES,1376
UMH CODING UNIT,1377
UMH PSYCHIATRY ADM SOCIAL WORK,1378
UMH SPEECH-LANGUAGE,1379
UMH OPHTHALMOLOGY W BLOOMFIELD,1380
UMH MATERIAL MANAGEMENT SERVICES,1381
UMH RADIOLOGY CENTRAL SERVICE,1382
UMH NEUROLOGY PROFESSIONAL,1383
UMH SPINE PROGRAM,1384
UMH MCIT SYSTEMS,1385
PLANT EXT-STRATEGIC SPACE PLNG,1386
UMH PATHOLOGY BLOOD BANK,1387
UMH PHYSICAL MED/REHAB PT,1388
UMH MCIT ADMINISTRATION,1389
UMH OPERATING ROOMS-HOUSEKEEPING,1390
UMH MAIL ROOM,1391
GROUNDS & WASTE MGMT HEAVY EQUIP,1392
UMH NEUROLOGY ADM/TRAINING PROG,1393
UMH THORACIC SURGERY ADM SUPPORT,1394
UMH MEDICAL REHAB SPEECH LANGUAG,1395
UMH PHYS MED/REHAB PHYS TH MOTT,1396
UMH RECORD MGMT AMB RECORD UNIT,1397
UMH SPECIAL CHEMISTRY,1398
UMH CONTRACT SERVICES PROGRAM,1399
UMH SURGICAL TRANSCRIPTION,1400
UMH UROLOGY CLINIC TECHNICAL,1401
UMH RECORD ANALYSIS/COMPLETION,1402
UMH CHILD & FAMILY LIFE,1403
UMH PEDIATRIC ADMINISTRATION,1404
UMH PEDIATRIC EPILEPSY MONITOR,1405
UMH HEMODIALYSIS PROFESSIONAL,1406
UMH OCULAR PLASTIC SURG/NEURO-OP,1407
UNIONS-CAMPUS INFORMATION CENTER,1408
UMH LIVONIA VEIN CTR PROF CLINIC,1409
UMH QUALITY IMPROV OPERATIONS,1410
UMH PATHOLOGY SATELLITE SUPPORT,1411
UMH RELEASE OF MED INFO UNIT,1412
UMH SURGICAL SUPPLY,1413
MICHIGAN ADMIN INFO SVC (MAIS),1414
UNIONS-MAINTENANCE,1415
UMH PEDIATRIC CLINICS,1416
UMH PEDIATRIC CLINIC PROFESSIONA,1417
UMH ENTRANCE SERVICES,1418
UMH CANCER GERIATRIC INFUSION PH,1419
UMH MFIT COMMUNITY NUTRITION,1420
UMH RAD OUTPATIENT IMAGING CLERK,1421
UMH PHARMACY ADMINISTRATION,1422
UMH QUALITY IMPROVEMENT-CORP,1423
LSA RESEARCH & GRADUATE STUDIES,1424
UMH MCIT CLINICAL BUSINESS,1425
UMH FACIAL COSMETIC SURGERY PROF,1426
UMH AUDIOLOGY TECHNICAL,1427
UMH EAST ANN ARBOR HLTH CTR CORE,1428
UMH OB/GYN REPRO ENDO TECH,1429
UMH CHILD IN-PATIENT SW,1430
UMH CRANIAL FACIAL TECHNICAL,1431
UMH PATIENT RELATIONS,1432
UMH NUTRITION CLINIC-TAUBMAN CTR,1433
UMH OPERATING ROOM MOTT,1434
"UMH CANCER, HEMATOLOGY/ONCOLOGY",1435
UMH FETAL DIAGNOSTIC,1436
UMH PHYS MED/REHAB & HOSP PROF,1437
COMMUNITY & OUTREACH PROGRAMS,1438
UMH OPHTHALMIC PHOTO FACILITY,1439
UNIONS-HOTEL,1440
UMH MCIT CLINICAL,1441
UMH MCIT CLINICAL SUPP DESKTOP,1442
UMH MCIT HELP DESK,1443
UMH MCIT DATABASE ADMINISTRATION,1444
UMH CORNEA PROFESSIONAL,1445
UMH MICROBIOLOGY PATHOLOGY,1446
UMH ADULT INPATIENT SOCIAL WORK,1447
UMH CLIN DELIVERY SYS PAT BUS,1448
UMH PATHOLOGY HEMATOLOGY/COAGULA,1449
UMH OTHER HOUSE OFFICERS PSYCH,1450
UMH OPTICAL SHOP,1451
UMH MATERNAL SUPP SVCS/INFANT SU,1452
UMH PSYCHOLOGY GEN OUTPATIENT SV,1453
UMH MFIT EMPLOYEE WELLNESS PROG,1454
UMH OPHTHALMIC PHOTO TECHNICAL,1455
UMH ACCOUNTING AND FIN SYSTEMS,1456
UMH EMPLOYEE ASSISTANCE PROGRAM,1457
UMH MOTT SPEECH/LANGUAGE PATHOLO,1458
UMH EKOGRAM TECHNICAL,1459
UMH INVESTIGATIVE DRUG SERVICE,1460
UMH MFIT HEALTH EDUCATION RES CT,1461
UMH MCIT INFRASTRUCTURE/INTERFAC,1462
UMH BRIGHTON MULTIPLE SPECIALTY,1463
UMH VESTIBULAR TEST TECHNICAL,1464
UMH MFIT FORD WAYNE STAMPING,1465
UNIONS-COMPUTER OPERATION,1466
UMH DERMATOLOGY CLINIC ST JOSEPH,1467
ASSOCIATE DEAN FOR GRADUATE PROG,1468
UMH PULMONARY REHABILITATION,1469
UMH ADELMAN PROF SURG ASSOC TECH,1470
LS&A STUDENT RECRUITMENT,1471
UMH MOTOR MEALS-PFANS,1472
UMH PEDIATRIC OPHTHALMOLOGY PROF,1473
UMH DERM ADM (DERM TRANS/RECORD),1474
UMH MFIT CORPORATION ADMIN,1475
UMH MCIT WEB APPLICATIONS,1476
UMH BRIARWOOD HLTH ASSOC CORE,1477
UMH ORTHOPEDIC SURGERY TECHNICAL,1478
UMH DERMATOLOGY ADM TAUBMAN FAC,1479
UMH AMBULATORY CARE PHARMACY,1480
UMH COLLECTION AGENCY,1481
UMH MCIT APPLICATIONS SUPPORT,1482
UMH MCIT CLIENT SERVER I,1483
UMH UAW-FORD ROMEO ENGINE PLANT,1484
UMH GENERAL THORACIC SURG TECH,1485
UMH EPILEPSY LABORATORY,1486
UMH MARKET RESEARCH AND PLANNING,1487
UMH GENERAL SURGERY NON-CLINIC,1488
UMH INTERPRETERS PROGRAM,1489
STUDENT ORG ACCOUNTS SERVICE,1490
UMH OUTPATIENT CLINIC OPERATIONS,1491
UMH TRANSPLANT CLINIC,1492
UMH TRAUMA BURN CLINIC PROFESSIO,1493
UMH PSY SOCIAL WORK CONTR/OTHER,1494
UMH ORTHOPAEDIC BRIGHTON PRO,1495
UMH MOTT ADMINISTRATION,1496
UMH PLASTIC SURGERY PROFESSIONAL,1497
UMH CANCER REGISTRY,1498
UMH CORONARY ALT TR STRATEGY PRO,1499
UMH RADIOLOGY ADMINISTRATION,1500
OFFICE OF GREEK LIFE,1501
UMH NECROPSY,1502
UMH CORONARY ALT TREATMENT STRAT,1503
UMH PHYS MED/REHAB OCCUP TH MOTT,1504
UMH TELEMEDICINE CORE,1505
UMH HISTOCOMPATIBILITY,1506
UMH HOUSING BUREAU/SENIOR,1507
UMH POD D RHEUMATOLOGY PROF,1508
CARD SURG CLIN PROF,1509
UMH CONTACT LENS,1510
UMH MFIT FORD ROMEO,1511
UMH MFIT GENERAL MOTORS LIVONIA,1512
UMH CHILD RESIDENT EDUCATION,1513
LS&A ECOLOGY & EVOLUTIONARY BIOL,1514
UMH ORTHOPEDIC SURGERY PROF,1515
UMH RETINA CLINIC PROFESSIONAL,1516
MED ED/OFC OF ED RESOURCES & RES,1517
FLT SERVICE LEARNING,1518
UMH OPHTHALMOLOGY PROF BILLING,1519
UMH THIRD PARTY LIAISON UNIT,1520
UMH VASCULAR SURG AD CLINIC TECH,1521
UMH MEDSPORT DOMINOS PRO,1522
UMH PLASTIC/RECONSTRUCTIVE SURG,1523
UMH CARDIOLOGY PROFESSIONAL,1524
CENTER FOR ORGANOGENESIS,1525
UMH CANCER - MARKETING,1526
UMH SURVIVAL FLIGHT,1527
UMH MCIT INFRASTRUCTURE,1528
UMH DIGESTIVE HEALTH ASSOCIATION,1529
UMH C & FL - FRC,1530
UMH OPHTHALMOLOGY YPSILANTI-PEDS,1531
UMH CYTOPATHOLOGY,1532
UMH PREVENT CARDIOLOGY PROFESS,1533
UNIONS-PROGRAMS,1534
UMH M/W/H SPECIAL PROJECT,1535
UMH BRIARWOOD MED GRP AUDIOLOGY,1536
"LS&A MOLECULAR, CELLULAR & DEV B",1537
UMH FAMILY PRACTICE OFFSITES,1538
UMH AMBULATORY CARE ADMIN-EAST,1539
UMH MED SPORT - LIVONIA TECH,1540
UMH UROLOGY ADMIN PROF/NONCLINIC,1541
MAJOR EVENTS-TICKET OFFICE,1542
UMH MFIT FORD STERLING,1543
UMH OBSTETRICS/PROSTHETICS NETWO,1544
UMH AMBULATORY CARE INFRASTRUCTU,1545
UMH GLAUCOMA CLINIC PROFESSIONAL,1546
UMH GENERAL THORACIC SURGERY PRO,1547
UMH POD D GASTROENTEROLOGY LUMIN,1548
UMH OTHER HOUSE OFFICERS MED,1549
UMH OBSTETRICS/GYNECOLOGY CL TEC,1550
UMH MFIT A2 ICE CUBE FITNESS CT,1551
UMH LIVONIA HEALTH CENTER CLINIC,1552
UMH CLINICAL VENTURE INV FUND,1553
UMH PHYSICAL MED/REHAB PSYCH/SW,1554
CARDIAC NON CLINCI,1555
UMH OTOLARYNGOLOGY TECHNICAL,1556
UMH PHYSICAL MED/REHAB DAY TREAT,1557
UMH PEDIATRIC CLINIC TECHNICAL,1558
UMH BRIGHTON HLTH/ERRONEOUS CHRG,1559
UMH TURNER SENIOR FACILITY,1560
UMH PSYCHOLOGY BUSINESS OFFICE,1561
"LS, VALUES & SOCIETY PROGRAM",1562
UMH FETAL HEART PROGRAM VENTURE,1563
UMH MANAGED CARE ADMINISTRATION,1564
UMH CARDIOVASCULAR CTR MARKETING,1565
UMH MCIT PROJECT OFFICE,1566
UMH CHEMICAL PATHOLOGY,1567
UNIONS-SORC,1568
UMH HOMOGRAFT PROCESSING,1569
UMH OPHTHALMOLOGY OCCUP THERAPHY,1570
UMH POD A DYSPNEA PROFESSIONAL,1571
INTERGROUP RELATIONS,1572
UMH VIROLOGY LABORATORY,1573
UMH CRANIAL BASE PROGRAM - TECH,1574
STUDENT WOOD SHOP,1575
UMH RADIATION ONCOLOGY FOOTE,1576
UMH FAMILY MEDICINE ADMIN,1577
UMH OPHTHALMOLOGY CLINIC ADM,1578
FLINT MUSIC,1579
GENERAL CLINIC RESEARCH CENTER,1580
UMH FOOD/PROC PRODUCTION,1581
UMH PERINATAL ASSESSMENT CTR,1582
UMH MCHC PAT FOOD SVCS,1583
UMH OTHER HOUSE OFFICERS PEDS,1584
LS&A CLASSICAL STUDIES DEPT,1585
ISR-INSTITUTE ADMINISTRATION,1586
UMH OPER ROOM - MOTT,1587
UMH CENTRAL STAFF RESOURCE,1588
STORES - GENERAL SUPPLIES,1589
"ROOFS, METAL SHOPS & ELEVATORS",1590
LS&A CHEMISTRY DEPARTMENT,1591
UMH PAT TRANSPORTATION,1592
UMH HOUSEKEEPING  EVE,1593
UMH RADIOLOGY-COMP TOMOGR,1594
PE-CONSTRUCTION MANAGEMENT,1595
FLINT ADMISSIONS & RECRUITMENT,1596
LS&A MOLECULAR/CELL/DEVEL BIO,1597
RCGD-RSRCH CNTR FOR GRP DYN,1598
SRC-SURVEY RESEARCH CENTER,1599
CONSTRUCTION SERVICES,1600
GROUNDS & WASTE MANAGEMENT SVC,1601
UMH PATIENT FOOD SVCS,1602
LS&A MATHEMATICS DEPARTMENT,1603
LIBRARY TECH & ACCESS SVCS,1604
HEALTH SERVICE ANCILLARY SVC,1605
LS&A ENGLISH LANG & LIT DEPT,1606
ITCS-DIVISIONAL FUNDS,1607
EAST QUAD,1608
UMH REG & INS VERIFICATION,1609
INTERNAL MED-CHOICES,1610
UMH RESP/CARDIOV SVCS,1611
UMH MEDICINE - HOUSE OFFICERS,1612
UMH HELICOP EMER MED SVC,1613
UMH HOUSEKEEPING  DAY,1614
UMH NURSING 5C SURG/PLAST,1615
BURSLEY HALL,1616
LS&A POLITICAL SCIENCE DEPT,1617
LS&A OFC OF INTERNATIONAL PGMS,1618
ELECTRICAL & COMPUTER SCIENCE,1619
UMH NUCLEAR MEDICINE,1620
UMH MICROBIOL PATHOLOGY,1621
UMHS HUMAN RESOURCES,1622
UMH HOUSEKEEPING  NIGHT,1623
STOCKWELL HALL,1624
SOUTH QUAD,1625
UMH NSG MOTT 6M,1626
UNIVERSITY HOUSING,1627
UNDERGRADUATE EDUCATION,1628
TECHNICAL COMMUNICATIONS,1629
UMH NURSING 6D CCMU,1630
UMH HOME HEMODIALYSIS  - TECH,1631
FACULTY GROUP PRACTICE,1632
UMH PED CARDIOLOGY PROF,1633
UMH INPATIENT PHARMACY SVCS,1634
PEDIATRICS-IMMUN/RHEUMATOLOGY,1635
UMH NURSING/SURG/ONC/REHAB,1636
UMH MEDSPORT BRIGHTON - FAC,1637
UMH LIVONIA CLINIC - MAIN,1638
UMH HOLDEN ICU NURSERY,1639
STUDENT ACTIVITIES AND LEADERS,1640
UMH GEN SURG CLINIC PROF,1641
UMH SURG OR/FLOOR COVERAGE,1642
LS&A PHYSICS DEPARTMENT,1643
LAB ANIMAL MEDICINE UNIT,1644
UMH OSA NONCLINIC,1645
UMH OPHTHALMOLOGY BRIGHTON-PRO,1646
OPHTHALMOLOGY DEPARTMENT,1647
LS&A SOCIOLOGY DEPARTMENT,1648
DBN CAREER SERVICES,1649
UMH OPHTHALMOLOGY ADAMS - PRO,1650
UMH ORTHOTICS&PROSTHETICS CTR,1651
UMH RADIOLOGY-MAGN RES,1652
UMH DERMATOLOGY LASER UNIT FAC,1653
BARBOUR NEWBERRY,1654
MEDICAL EDUCATION,1655
UMH OPER ROOMS - UNIV HOSPITAL,1656
FLINT BIOLOGY,1657
WEST QUAD,1658
SCHOOL OF MUSIC CUSTODIAL DEPT,1659
LS&A ECONOMICS DEPARTMENT,1660
COE SPACE PHYSICS RESEARCH LAB,1661
CELL AND DEVELOPMENTAL BIOLOGY,1662
UMH NURSING 5D SICU,1663
MENTAL HLTH RESEARCH INSTITUTE,1664
UMH NSG WH4 MOTHER/BABY,1665
UMH GENERAL OPTH PROF,1666
UMH QUALITY IMPROVEMENTS,1667
MARTHA COOK,1668
UMH ADMINISTRATION,1669
UMH NURSING 4D NEURO ICU,1670
UMH NURSING 7C CARDIOLOGY,1671
UMH PATHOL LAB DATA UNIT,1672
CHEMICAL ENGINEERING DEPT,1673
UMH SPORTS MEDICINE - TECH,1674
FLINT HLTH PROFESSION STUDIES,1675
UROLOGY SURGERY,1676
COE BIOMEDICAL ENGINEERING,1677
UMH NURSING 6B MEDICINE,1678
LS&A GERMANIC LANG & LIT DEPT,1679
BIOLOGICAL CHEMISTRY DEPT,1680
UMH REF PHYS '800' PROG,1681
UMH COMMUNICATIONS,1682
UMH MCIT OPERATIONS/ACCT ADMIN,1683
CO-OP LIMNOLOGY & ECOSYSTEM,1684
UMH SALINE HEALTH CENTER,1685
UMH IMMUNOHISTOCHEMISTRY,1686
MAIS TIO-OPERATIONS/SCHEDULING,1687
CENTER FOR HUMAN GROWTH & DEV,1688
PEDIATRICS-AMBULATORY CARE PGM,1689
COUZENS HALL,1690
LS&A HISTORY OF ART DEPARTMENT,1691
UMH PSYCHIATRY - HOUSE OFFICER,1692
LS&A WOMEN'S STUDIES PROGRAM,1693
DBN INSTITUTIONAL ADVANCEMENT,1694
"FLINT SOC,ANTHROPOLOGY & CJ",1695
UMH ONCOLOGY 3 PROF,1696
CHIEF INVESTMENT OFFICER (CIO),1697
UMH OB/GYN - HOUSE OFFICERS,1698
FLINT ENGLISH,1699
UMH NURSING 8C DERM,1700
UMH MED PROC UNIT - TECH,1701
OFFICE OF FINANCIAL ANALYSIS,1702
LS&A PSYCHOLOGY DEPARTMENT,1703
LS&A AMERICAN CULTURE PROGRAM,1704
UMH INT MED POD B PROF,1705
UMH DENTAL SURGERY-HOUSE OFCR,1706
PERIODONTICS/PREVENT/GERIATRIC,1707
PE-ARCHITECTURE & ENGINEERING,1708
UMH ADMIN - ANESTHESIA,1709
FLINT ITS,1710
PHYSIOLOGY DEPARTMENT,1711
MAINT SVCS ADMIN & ENGINEERING,1712
ITCS-MERIT NETWORK,1713
TRANSPORTATION RESEARCH INST.,1714
PSYCHIATRY-NEUROPSYCHOLOGY,1715
OMS/HD,1716
HEALTH SVC CLINIC OPERATIONS,1717
UMH HEM/ONC 8A BMT,1718
UMH DIABETIC CARE UNIT PRO,1719
UMH LAUNDRY DISTRIBUTION,1720
SCH OF PUBLIC HLTH-DEAN'S OFC,1721
LS&A AFRO-AMER&AFRICAN STUDIES,1722
OCCUPATIONAL SAFETY & ENVIRON,1723
UMH NURSING 5B GEN SURG,1724
FLINT MATHEMATICS,1725
UMH AMB CARE TRAINING,1726
LS&A COMPREHENSIVE STUDIES PGM,1727
OFFICE OF UNIV AND DEV EVENTS,1728
UMH CHELSEA FAM PRACT CORE,1729
UMH MAT'L SVCS - PATIENT EQUIP,1730
LLOYD HALL,1731
UMH PRE-OPERATIVE CLINIC - PRO,1732
UMH INT MED POD C PROF,1733
UMH PULMONARY LAB - TECH,1734
LS&A COMMUNICATION STUDIES,1735
UMH SECURITY SERVICES,1736
UNIV PARKING SVCS-CENTRAL CAMP,1737
FLINT VC STUDENT SVCS & ENROLL,1738
LS&A ASTRONOMY DEPARTMENT,1739
INT MED-PULM./CRITICAL CARE,1740
UMH NURSING 6C PULMONARY,1741
LS&A ROMANCE LANG & LITERATURE,1742
UMH PATH I/P PHLEBOTOMY,1743
INTERDISCIPLINARY PROF PROGRAM,1744
LS&A GEOLOGICAL SCIENCES,1745
FLINT PSYCHOLOGY,1746
UMH DERMATOLOGY - HOUSE OFCR,1747
LS&A ENGLISH LANG INSTITUTE,1748
UMH PEDIATRIC - HOUSE OFFICERS,1749
LS&A HISTORY DEPARTMENT,1750
UMH NEUROLOGY - HOUSE OFCR,1751
UMH PRACTICE MGMT & CARE SVCS,1752
BMC MEDIA,1753
UMH POD C RENAL TRANSPLANT PRO,1754
UMH PSYCH EMERGENCY SVC,1755
LS&A BIOLOGY DEPARTMENT,1756
MAIS SA CPU,1757
UMH NURSING 4B NEURO,1758
LS&A STATISTICS DEPARTMENT,1759
UMH TURNER CORE PROF,1760
BIOLOGIC AND MATERIALS SCIENCE,1761
COMPUTER AIDED NETWORK,1762
FLINT EDUCATION,1763
HLTH BEHAVIOR & HLTH ED DEV,1764
UMH PATH CENTRAL DISTRIB,1765
ART & ENGINEERING LIBRARIES,1766
UMH ADMISSIONS & BUSINESS SVCS,1767
UMH RADIOLOGY - TRANSCRIPT,1768
UMH PEDIATRIC CLINIC PROF,1769
LS&A HERBARIUM,1770
UMH OTOLARYNGOLOGY - TECH,1771
UMH OPER ROOMS - UH - INST,1772
UMH DIET NUTRITION SVCS,1773
UMH RADIOLOGY MOTT,1774
UMH ADELMAN PSA  - PROF,1775
LS&A PHILOSOPHY DEPARTMENT,1776
UMH UROLOGY SURG CANCER CTR,1777
FLINT PHILOSOPHY,1778
UMH EDUCAT SVCS-NURSING,1779
UMH OR PHARMACIES,1780
UMH PATIENT ACCOUNTS,1781
UMH SPECIAL NUTRITION LAB,1782
UMH MAT'L SVCS - WAREHOUSE OPS,1783
UMH OTOLARYNGOLOGY-HOUSE OFCR,1784
UMH REICHERT ALLERGY,1785
UMH NURSING 4D TICU,1786
DBN PHYSICAL PLANT - ADMIN,1787
"STNT LOAN,STNT FIN & CASHIER",1788
UMH AMB CARE ADMIN-WEST,1789
DBN COL OF ENG & COMPUTER SCI.,1790
UMH BRIARWOOD FAM MED - PROF,1791
UMH NURSING 4C THOR/NEURO,1792
UMH MWORKS CLINIC,1793
UMH OTOLARYNGOLOGY PROF,1794
ASSOC. V-P FACILITIES &OPS,1795
UMH MED CNTR RISK MGT,1796
LS&A RESIDENTIAL COLLEGE,1797
UMH POST ANES CARE UNIT - MOTT,1798
ASSOC VP & DEAN OF STUDENTS,1799
LS&A BIOLOGICAL STATION,1800
HUMAN RESOURCES & AFF ACTION,1801
UMH LIV VEIN CTR PRO CVIF 145,1802
UMH EMPLOYEE HEALTH SVC,1803
UMH NSG MOTT 7M,1804
PEDIATRIC & COMM DISEASES DEPT,1805
UMH CARDIAC SURG SUPPORT,1806
UMH NEUROSURGERY PROF,1807
FLINT FOREIGN LANGUAGE,1808
PEDIATRICS-INTENSIVE CARE,1809
UMH CDS PATIENT BUS SVCS,1810
UMH DIETETICS ADMINISTRATION,1811
UMH MEDSPORT ICE ARENA - TECH,1812
UMH EAST AAHC OB/GYN - PROF,1813
UMH NURSING ADMINISTRATION,1814
RADIATION ONCOLOGY,1815
UMH PEDS HEM/ONC PROF,1816
FLINT COMMUNICATIONS,1817
COLL OF ARCH & URBAN PLANNING,1818
LIBRARY ADMINISTRATIVE SVCS,1819
UMH ENDOCRINOLOGY TECH,1820
UMH BUDGET OFFICE,1821
OXFORD HOUSING,1822
COMMUNITY SERVICE LEARNING,1823
DBN COLL OF ENG-MECHANICAL ENG,1824
UMH PMR-MED REHAB DT PROG,1825
UMH DIR PATIENT CARE SERVICES,1826
LS&A APPLIED PHYSICS PROGRAM,1827
MICHIGAN STUDENT ASSEMBLY,1828
UMH MICH CONGENITAL HEART,1829
UMH NURSING 6A,1830
OFFICE OF EVALUATIONS & EXAM,1831
UMH PED CARDIOLOGY - TECH,1832
INDUSTRIAL OPERATIONS,1833
UMH MOTOR MEALS/ANN ARBOR,1834
CIO-UNIV CORP FOR ADV INT DEV,1835
UMH MCIT-FINANCE,1836
UMH POST ANES CARE UNIT - UH,1837
UMH VOLUNTEER SVCS,1838
FLINT HUMAN RESOURCES,1839
MATERIALS SCIENCE & ENGIN.,1840
COE CO-OP LIMNOLOGY & ECOSY,1841
UMH NURSING 5A OTO/ORTHO,1842
DBN ATHLETICS & RECREATION,1843
UMH BIOMED,1844
FLINT UNIVERSITY RELATIONS,1845
MARKLEY HALL,1846
UMH PM&R PHYS THERAPY-UH,1847
UMH EAST AAHC CORE,1848
UMH PEDIATRIC CLINIC - TECH,1849
MARKETING/COMMUNICATIONS,1850
UMH B2 PROCEDURE ROOMS,1851
HOUSING-DINING SERVICES,1852
LS&A ANTHROPOLOGY DEPT,1853
UMH OFFSITE IMAGING,1854
SOE-EDUCATIONAL STUDIES,1855
UMH MCIT- RAD ONC,1856
UMH MED REHAB PHYSICIAN,1857
MAIS FIN/PHYS CPU,1858
"ATM, OCEANIC & SPACE SCI.",1859
PEDIATRICS-NEONATAL/PERINATAL,1860
NUCLEAR & RADIO SCIENCE,1861
UMH OB/GYN OP SERVICE PROF,1862
UMH SURG/NECROPSY PATH,1863
LS&A DEVELOPMENT,1864
COUNSELING SERVICES,1865
UMH HOME MED ADMIN,1866
FLINT CAREER DEVELOPMENT CTR,1867
INST/RESEARCH WOMEN & GENDER,1868
G. FORD SCH OF PUBLIC POLICY,1869
POP STUDIES - ADMINISTRATION,1870
